GAME,IDX,SPECIES,FORM,GENDER,TAG
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",51,Dugtrio,,,
"SWORD,SHIELD,HOME",51,Dugtrio,Alolan,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",52,Meowth,,,
"SWORD,SHIELD,HOME",52,Meowth,Alolan,,
"SWORD,SHIELD,HOME",52,Meowth,Galarian,,
"SWORD,SHIELD,HOME",52,Meowth,Gigantamax,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",53,Persian,,,
"SWORD,SHIELD,HOME",53,Persian,Alolan,,
ALL,54,Psyduck,,,
ALL,55,Golduck,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",56,Mankey,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",57,Primeape,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",58,Growlithe,,,
"LEGENDSARCEUS,HOME",58,Growlithe,Hisuian,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",59,Arcanine,,,
"LEGENDSARCEUS,HOME",58,Arcanine,Hisuian,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",60,Poliwag,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",61,Poliwhirl,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",62,Poliwrath,,,
ALL,63,Abra,,,
ALL,64,Kadabra,,,
ALL,65,Alakazam,,,
HOME,65,Alakazam,Mega,,NOTRANSFER
ALL,66,Machop,,,
ALL,67,Machoke,,,
ALL,68,Machamp,,,
"SWORD,SHIELD,HOME",68,Machamp,Gigantamax,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",69,Bellsprout,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",70,Weepinbell,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",71,Victreebel,,,
ALL,72,Tentacool,,,
ALL,73,Tentacruel,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",74,Geodude,,,
HOME,74,Geodude,Alolan,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",75,Graveler,,,
HOME,75,Graveler,Alolan,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",76,Golem,,,
HOME,76,Golem,Alolan,,
ALL,77,Ponyta,,,
"SWORD,SHIELD,HOME",77,Ponyta,Galarian,,
ALL,78,Rapidash,,,
"SWORD,SHIELD,HOME",78,Rapidash,Galarian,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",79,Slowpoke,,,
"SWORD,SHIELD,HOME",79,Slowpoke,Galarian,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",80,Slowbro,,,
HOME,80,Slowbro,Mega,,NOTRANSFER
"SWORD,SHIELD,HOME",80,Slowbro,Galarian,,
ALL,81,Magnemite,,UNKNOWN,
ALL,82,Magneton,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",83,Farfetch'd,,,
"SWORD,SHIELD,HOME",83,Farfetch'd,Galarian,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",84,Doduo,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",85,Dodrio,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",86,Seel,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",87,Dewgong,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",88,Grimer,,,
HOME,88,Grimer,Alolan,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",89,Muk,,,
HOME,89,Muk,Alolan,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",90,Shellder,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",91,Cloyster,,,
ALL,92,Gastly,,,
ALL,93,Haunter,,,
ALL,94,Gengar,,,
HOME,94,Gengar,Mega,,NOTRANSFER
"SWORD,SHIELD,HOME",94,Gengar,Gigantamax,,NOTRANSFER
ALL,95,Onix,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",96,Drowzee,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",97,Hypno,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",98,Krabby,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",99,Kingler,,,
"SWORD,SHIELD,HOME",99,Kingler,Gigantamax,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",100,Voltorb,,UNKNOWN,
"LEGENDSARCEUS,HOME",100,Voltorb,Hisuian,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",101,Electrode,,UNKNOWN,
"LEGENDSARCEUS,HOME",101,Electrode,Hisuian,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",102,Exeggcute,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",103,Exeggutor,,,
"SWORD,SHIELD,HOME",103,Exeggutor,Alolan,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",104,Cubone,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",105,Marowak,,,
"SWORD,SHIELD,HOME",105,Marowak,Alolan,,
NONE,105,Marowak,Alolan Totem,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",106,Hitmonlee,,MALE,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",107,Hitmonchan,,MALE,
ALL,108,Lickitung,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",109,Koffing,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",110,Weezing,,,
"SWORD,SHIELD,HOME",110,Weezing,Galarian,,
ALL,111,Rhyhorn,,,
ALL,112,Rhydon,,,
ALL,113,Chansey,,FEMALE,
ALL,114,Tangela,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",115,Kangaskhan,,FEMALE,
HOME,115,Kangaskhan,Mega,FEMALE,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",116,Horsea,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",117,Seadra,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",118,Goldeen,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",119,Seaking,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",120,Staryu,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",121,Starmie,,UNKNOWN,
ALL,122,Mr. Mime,,,
"SWORD,SHIELD,HOME",122,Mr. Mime,Galarian,,
ALL,123,Scyther,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",124,Jynx,,FEMALE,
ALL,125,Electabuzz,,,
ALL,126,Magmar,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",127,Pinsir,,,
HOME,127,Pinsir,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",128,Tauros,,MALE,
ALL,129,Magikarp,,,
ALL,130,Gyarados,,,
HOME,130,Gyarados,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",131,Lapras,,,
"SWORD,SHIELD,HOME",131,Lapras,Gigantamax,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",132,Ditto,,UNKNOWN,
ALL,133,Eevee,,,
NONE,133,Eevee,Partner,,
"SWORD,SHIELD,HOME",133,Eevee,Gigantamax,,NOTRANSFER
ALL,134,Vaporeon,,,
ALL,135,Jolteon,,,
ALL,136,Flareon,,,
ALL,137,Porygon,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",138,Omanyte,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",139,Omastar,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",140,Kabuto,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",141,Kabutops,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",142,Aerodactyl,,,
HOME,142,Aerodactyl,Mega,,NOTRANSFER
ALL,143,Snorlax,,,
"SWORD,SHIELD,HOME",143,Snorlax,Gigantamax,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",144,Articuno,,UNKNOWN,
"SWORD,SHIELD,HOME",144,Articuno,Galarian,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",145,Zapdos,,UNKNOWN,
"SWORD,SHIELD,HOME",145,Zapdos,Galarian,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",146,Moltres,,UNKNOWN,
"SWORD,SHIELD,HOME",146,Moltres,Galarian,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",147,Dratini,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",148,Dragonair,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",149,Dragonite,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",150,Mewtwo,,UNKNOWN,
HOME,150,Mewtwo,Mega X,UNKNOWN,NOTRANSFER
HOME,150,Mewtwo,Mega Y,UNKNOWN,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME,POKEBALLPLUS",151,Mew,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",152,Chikorita,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",153,Bayleef,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",154,Meganium,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",155,Cyndaquil,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",156,Quilava,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",157,Typhlosion,,,
"LEGENDSARCEUS,HOME",157,Typhlosion,Hisuian,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",158,Totodile,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",159,Croconaw,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",160,Feraligatr,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",161,Sentret,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",162,Furret,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",163,Hoothoot,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",164,Noctowl,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",165,Ledyba,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",166,Ledian,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",167,Spinarak,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",168,Ariados,,,
ALL,169,Crobat,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",170,Chinchou,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",171,Lanturn,,,
ALL,172,Pichu,,,
NONE,172,Pichu,Spiky-eared,FEMALE,
ALL,173,Cleffa,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",174,Igglybuff,,,
ALL,175,Togepi,,,
ALL,176,Togetic,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",177,Natu,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",178,Xatu,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",179,Mareep,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",180,Flaaffy,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",181,Ampharos,,,
HOME,181,Ampharos,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",182,Bellossom,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",183,Marill,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",184,Azumarill,,,
ALL,185,Sudowoodo,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",186,Politoed,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",187,Hoppip,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",188,Skiploom,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",189,Jumpluff,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",190,Aipom,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",191,Sunkern,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",192,Sunflora,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",193,Yanma,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",194,Wooper,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",195,Quagsire,,,
ALL,196,Espeon,,,
ALL,197,Umbreon,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",198,Murkrow,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",199,Slowking,,,
"SWORD,SHIELD,HOME",199,Slowking,Galarian,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",200,Misdreavus,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,A,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,B,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,C,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,D,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,E,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,F,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,G,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,H,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,I,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,J,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,K,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,L,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,M,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,N,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,O,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,P,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,Q,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,R,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,S,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,T,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,U,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,V,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,W,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,X,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,Y,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,Z,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,!,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",201,Unown,?,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",202,Wobbuffet,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",203,Girafarig,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",204,Pineco,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",205,Forretress,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",206,Dunsparce,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",207,Gligar,,,
ALL,208,Steelix,,,
HOME,208,Steelix,Mega,,NOTRANSFER
"BRILLIANTDIAMOND,SHININGPEARL,HOME",209,Snubbull,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",210,Granbull,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",211,Qwilfish,,,
"LEGENDSARCEUS,HOME",211,Qwilfish,Hisuian,,
ALL,212,Scizor,,,
HOME,212,Scizor,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",213,Shuckle,,,
ALL,214,Heracross,,,
HOME,214,Heracross,Mega,,NOTRANSFER
ALL,215,Sneasel,,,
"LEGENDSARCEUS,HOME",215,Sneasel,Hisuian,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",216,Teddiursa,,,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",217,Ursaring,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",218,Slugma,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",219,Magcargo,,,
ALL,220,Swinub,,,
ALL,221,Piloswine,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",222,Corsola,,,
"SWORD,SHIELD,HOME",222,Corsola,Galarian,,
ALL,223,Remoraid,,,
ALL,224,Octillery,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",225,Delibird,,,
ALL,226,Mantine,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",227,Skarmory,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",228,Houndour,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",229,Houndoom,,,
HOME,229,Houndoom,Mega,,NOTRANSFER
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",230,Kingdra,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",231,Phanpy,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",232,Donphan,,,
ALL,233,Porygon2,,UNKNOWN,
"BRILLIANTDIAMOND,SHININGPEARL,LEGENDSARCEUS,HOME",234,Stantler,,,
"BRILLIANTDIAMOND,SHININGPEARL,HOME",235,Smeargle,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",236,Tyrogue,,MALE,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",237,Hitmontop,,MALE,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",238,Smoochum,,FEMALE,
ALL,239,Elekid,,,
ALL,240,Magby,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",241,Miltank,,FEMALE,
ALL,242,Blissey,,FEMALE,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",243,Raikou,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",244,Entei,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",245,Suicune,,UNKNOWN,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",246,Larvitar,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",247,Pupitar,,,
"SWORD,SHIELD,BRILLIANTDIAMOND,SHININGPEARL,HOME",248,Tyranitar,,,
HOME,248,Tyranitar,Mega,,NOTRANSFER
