GAME,IDX,SPECIES,FORM,GENDER,TAG
ALL,201,Unown,F,UNKNOWN,
ALL,201,Unown,G,UNKNOWN,
ALL,201,Unown,H,UNKNOWN,
ALL,201,Unown,I,UNKNOWN,
ALL,201,Unown,J,UNKNOWN,
ALL,201,Unown,K,UNKNOWN,
ALL,201,Unown,L,UNKNOWN,
ALL,201,Unown,M,UNKNOWN,
ALL,201,Unown,N,UNKNOWN,
ALL,201,Unown,O,UNKNOWN,
ALL,201,Unown,P,UNKNOWN,
ALL,201,Unown,Q,UNKNOWN,
ALL,201,Unown,R,UNKNOWN,
ALL,201,Unown,S,UNKNOWN,
ALL,201,Unown,T,UNKNOWN,
ALL,201,Unown,U,UNKNOWN,
ALL,201,Unown,V,UNKNOWN,
ALL,201,Unown,W,UNKNOWN,
ALL,201,Unown,X,UNKNOWN,
ALL,201,Unown,Y,UNKNOWN,
ALL,201,Unown,Z,UNKNOWN,
ALL,202,Wobbuffet,,,
ALL,203,Girafarig,,,
ALL,204,Pineco,,,
ALL,205,Forretress,,,
ALL,206,Dunsparce,,,
ALL,207,Gligar,,,
ALL,208,Steelix,,,
ALL,209,Snubbull,,,
ALL,210,Granbull,,,
ALL,211,Qwilfish,,,
ALL,212,Scizor,,,
ALL,213,Shuckle,,,
ALL,214,Heracross,,,
ALL,215,Sneasel,,,
ALL,216,Teddiursa,,,
ALL,217,Ursaring,,,
ALL,218,Slugma,,,
ALL,219,Magcargo,,,
ALL,220,Swinub,,,
ALL,221,Piloswine,,,
ALL,222,Corsola,,,
ALL,223,Remoraid,,,
ALL,224,Octillery,,,
ALL,225,Delibird,,,
ALL,226,Mantine,,,
ALL,227,Skarmory,,,
ALL,228,Houndour,,,
ALL,229,Houndoom,,,
ALL,230,Kingdra,,,
ALL,231,Phanpy,,,
ALL,232,Donphan,,,
ALL,233,Porygon2,,UNKNOWN,
ALL,234,Stantler,,,
ALL,235,Smeargle,,,
ALL,236,Tyrogue,,MALE,
ALL,237,Hitmontop,,MALE,
ALL,238,Smoochum,,FEMALE,
ALL,239,Elekid,,,
ALL,240,Magby,,,
ALL,241,Miltank,,FEMALE,
ALL,242,Blissey,,FEMALE,
ALL,243,Raikou,,UNKNOWN,
ALL,244,Entei,,UNKNOWN,
ALL,245,Suicune,,UNKNOWN,
ALL,246,Larvitar,,,
ALL,247,Pupitar,,,
ALL,248,Tyranitar,,,
ALL,249,Lugia,,UNKNOWN,
ALL,250,Ho-Oh,,UNKNOWN,
ALL,251,Celebi,,UNKNOWN,
