GAME,PARENT,CHILD,ITEM
"SUN,MOON,ULTRASUN,ULTRAMOON",Sandshrew_Alolan,Sandshrew_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sandslash,Sandshrew_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sandslash,Sandshrew,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Sandslash_Alolan,Sandshrew_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidoran♀,Nidoran♀,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidoran♀,Nidoran♂,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidoran♂,Nidoran♀,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidoran♂,Nidoran♂,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidorino,Nidoran♀,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidorino,Nidoran♂,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidoking,Nidoran♀,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nidoking,Nidoran♂,
"SUN,MOON,ULTRASUN,ULTRAMOON",Clefairy,Cleffa,
"SUN,MOON,ULTRASUN,ULTRAMOON",Clefable,Cleffa,
"SUN,MOON,ULTRASUN,ULTRAMOON",Vulpix,Vulpix_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Vulpix,Vulpix,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Vulpix_Alolan,Vulpix_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ninetales,Vulpix_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ninetales,Vulpix,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Ninetales_Alolan,Vulpix_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Jigglypuff,Igglybuff,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wigglytuff,Igglybuff,
"SUN,MOON,ULTRASUN,ULTRAMOON",Zubat,Zubat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Golbat,Zubat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Oddish,Oddish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Gloom,Oddish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Vileplume,Oddish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Paras,Paras,
"SUN,MOON,ULTRASUN,ULTRAMOON",Parasect,Paras,
"SUN,MOON,ULTRASUN,ULTRAMOON",Venonat,Venonat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Venomoth,Venonat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Diglett,Diglett_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Diglett,Diglett,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Diglett_Alolan,Diglett_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dugtrio,Diglett_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dugtrio,Diglett,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Dugtrio_Alolan,Diglett_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Meowth,Meowth_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Meowth,Meowth,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Meowth_Alolan,Meowth_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Persian,Meowth_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Persian,Meowth,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Persian_Alolan,Meowth_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Psyduck,Psyduck,
"SUN,MOON,ULTRASUN,ULTRAMOON",Golduck,Psyduck,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mankey,Mankey,
"SUN,MOON,ULTRASUN,ULTRAMOON",Primeape,Mankey,
"SUN,MOON,ULTRASUN,ULTRAMOON",Growlithe,Growlithe,
"SUN,MOON,ULTRASUN,ULTRAMOON",Arcanine,Growlithe,
"SUN,MOON,ULTRASUN,ULTRAMOON",Poliwag,Poliwag,
"SUN,MOON,ULTRASUN,ULTRAMOON",Poliwhirl,Poliwag,
"SUN,MOON,ULTRASUN,ULTRAMOON",Poliwrath,Poliwag,
"SUN,MOON,ULTRASUN,ULTRAMOON",Abra,Abra,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kadabra,Abra,
"SUN,MOON,ULTRASUN,ULTRAMOON",Alakazam,Abra,
"SUN,MOON,ULTRASUN,ULTRAMOON",Machop,Machop,
"SUN,MOON,ULTRASUN,ULTRAMOON",Machoke,Machop,
"SUN,MOON,ULTRASUN,ULTRAMOON",Machamp,Machop,
"SUN,MOON,ULTRASUN,ULTRAMOON",Bellsprout,Bellsprout,
"SUN,MOON,ULTRASUN,ULTRAMOON",Weepinbell,Bellsprout,
"SUN,MOON,ULTRASUN,ULTRAMOON",Victreebel,Bellsprout,
"SUN,MOON,ULTRASUN,ULTRAMOON",Tentacool,Tentacool,
"SUN,MOON,ULTRASUN,ULTRAMOON",Tentacruel,Tentacool,
"SUN,MOON,ULTRASUN,ULTRAMOON",Geodude,Geodude_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Geodude,Geodude,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Geodude_Alolan,Geodude_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Graveler,Geodude_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Graveler,Geodude,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Graveler_Alolan,Geodude_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Golem,Geodude_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Golem,Geodude,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Golem_Alolan,Geodude_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ponyta,Ponyta,
"SUN,MOON,ULTRASUN,ULTRAMOON",Rapidash,Ponyta,
"SUN,MOON,ULTRASUN,ULTRAMOON",Slowpoke,Slowpoke,
"SUN,MOON,ULTRASUN,ULTRAMOON",Slowbro,Slowpoke,
"SUN,MOON,ULTRASUN,ULTRAMOON",Magnemite,Magnemite,
"SUN,MOON,ULTRASUN,ULTRAMOON",Magneton,Magnemite,
"SUN,MOON,ULTRASUN,ULTRAMOON",Farfetch'd,Farfetch'd,
"SUN,MOON,ULTRASUN,ULTRAMOON",Doduo,Doduo,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dodrio,Doduo,
"SUN,MOON,ULTRASUN,ULTRAMOON",Seel,Seel,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dewgong,Seel,
"SUN,MOON,ULTRASUN,ULTRAMOON",Grimer,Grimer_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Grimer,Grimer,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Grimer_Alolan,Grimer_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Muk,Grimer_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Muk,Grimer,Everstone
"SUN,MOON,ULTRASUN,ULTRAMOON",Muk_Alolan,Grimer_Alolan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Shellder,Shellder,
"SUN,MOON,ULTRASUN,ULTRAMOON",Cloyster,Shellder,
"SUN,MOON,ULTRASUN,ULTRAMOON",Gastly,Gastly,
"SUN,MOON,ULTRASUN,ULTRAMOON",Haunter,Gastly,
"SUN,MOON,ULTRASUN,ULTRAMOON",Gengar,Gastly,
"SUN,MOON,ULTRASUN,ULTRAMOON",Onix,Onix,
"SUN,MOON,ULTRASUN,ULTRAMOON",Drowzee,Drowzee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hypno,Drowzee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Krabby,Krabby,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kingler,Krabby,
"SUN,MOON,ULTRASUN,ULTRAMOON",Voltorb,Voltorb,
"SUN,MOON,ULTRASUN,ULTRAMOON",Electrode,Voltorb,
"SUN,MOON,ULTRASUN,ULTRAMOON",Exeggcute,Exeggcute,
"SUN,MOON,ULTRASUN,ULTRAMOON",Exeggutor,Exeggcute,
"SUN,MOON,ULTRASUN,ULTRAMOON",Exeggutor_Alolan,Exeggcute,
"SUN,MOON,ULTRASUN,ULTRAMOON",Cubone,Cubone,
"SUN,MOON,ULTRASUN,ULTRAMOON",Marowak,Cubone,
"SUN,MOON,ULTRASUN,ULTRAMOON",Marowak_Alolan,Cubone,
"ULTRASUN,ULTRAMOON",Marowak_Alolan Totem,Cubone,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hitmonlee,Tyrogue,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hitmonchan,Tyrogue,
"SUN,MOON,ULTRASUN,ULTRAMOON",Lickitung,Lickitung,
"SUN,MOON,ULTRASUN,ULTRAMOON",Koffing,Koffing,
"SUN,MOON,ULTRASUN,ULTRAMOON",Weezing,Koffing,
"SUN,MOON,ULTRASUN,ULTRAMOON",Rhyhorn,Rhyhorn,
"SUN,MOON,ULTRASUN,ULTRAMOON",Rhydon,Rhyhorn,
"SUN,MOON,ULTRASUN,ULTRAMOON",Chansey,Chansey,
"SUN,MOON,ULTRASUN,ULTRAMOON",Chansey,Happiny,Luck Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Tangela,Tangela,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kangaskhan,Kangaskhan,
"SUN,MOON,ULTRASUN,ULTRAMOON",Horsea,Horsea,
"SUN,MOON,ULTRASUN,ULTRAMOON",Seadra,Horsea,
"SUN,MOON,ULTRASUN,ULTRAMOON",Goldeen,Goldeen,
"SUN,MOON,ULTRASUN,ULTRAMOON",Seaking,Goldeen,
"SUN,MOON,ULTRASUN,ULTRAMOON",Staryu,Staryu,
"SUN,MOON,ULTRASUN,ULTRAMOON",Starmie,Staryu,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mr. Mime,Mr. Mime,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mr. Mime,Mime Jr.,Odd Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Scyther,Scyther,
"SUN,MOON,ULTRASUN,ULTRAMOON",Jynx,Smoochum,
"SUN,MOON,ULTRASUN,ULTRAMOON",Electabuzz,Elekid,
"SUN,MOON,ULTRASUN,ULTRAMOON",Magmar,Magby,
"SUN,MOON,ULTRASUN,ULTRAMOON",Pinsir,Pinsir,
"SUN,MOON,ULTRASUN,ULTRAMOON",Tauros,Tauros,
"SUN,MOON,ULTRASUN,ULTRAMOON",Magikarp,Magikarp
"SUN,MOON,ULTRASUN,ULTRAMOON",Gyarados,Magikarp,
"SUN,MOON,ULTRASUN,ULTRAMOON",Lapras,Lapras,
"SUN,MOON,ULTRASUN,ULTRAMOON",Eevee,Eevee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Vaporeon,Eevee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Jolteon,Eevee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Flareon,Eevee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Porygon,Porygon,
"SUN,MOON,ULTRASUN,ULTRAMOON",Omanyte,Omanyte,
"SUN,MOON,ULTRASUN,ULTRAMOON",Omastar,Omanyte,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kabuto,Kabuto,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kabutops,Kabuto,
"SUN,MOON,ULTRASUN,ULTRAMOON",Aerodactyl,Aerodactyl,
"SUN,MOON,ULTRASUN,ULTRAMOON",Snorlax,Snorlax,
"SUN,MOON,ULTRASUN,ULTRAMOON",Snorlax,Munchlax,Full Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Dratini,Dratini,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dragonair,Dratini,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dragonite,Dratini,
"SUN,MOON,ULTRASUN,ULTRAMOON",Chikorita,Chikorita,
"SUN,MOON,ULTRASUN,ULTRAMOON",Bayleef,Chikorita,
"SUN,MOON,ULTRASUN,ULTRAMOON",Meganium,Chikorita,
"SUN,MOON,ULTRASUN,ULTRAMOON",Cyndaquil,Cyndaquil,
"SUN,MOON,ULTRASUN,ULTRAMOON",Quilava,Cyndaquil,
"SUN,MOON,ULTRASUN,ULTRAMOON",Typhlosion,Cyndaquil,
"SUN,MOON,ULTRASUN,ULTRAMOON",Totodile,Totodile,
"SUN,MOON,ULTRASUN,ULTRAMOON",Croconaw,Totodile,
"SUN,MOON,ULTRASUN,ULTRAMOON",Feraligatr,Totodile,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sentret,Sentret,
"SUN,MOON,ULTRASUN,ULTRAMOON",Furret,Sentret,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hoothoot,Hoothoot,
"SUN,MOON,ULTRASUN,ULTRAMOON",Noctowl,Hoothoot,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ledyba,Ledyba,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ledian,Ledyba,
"SUN,MOON,ULTRASUN,ULTRAMOON",Spinarak,Spinarak,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ariados,Spinarak,
"SUN,MOON,ULTRASUN,ULTRAMOON",Crobat,Zubat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Chinchou,Chinchou,
"SUN,MOON,ULTRASUN,ULTRAMOON",Lanturn,Chinchou,
"SUN,MOON,ULTRASUN,ULTRAMOON",Togetic,Togepi,
"SUN,MOON,ULTRASUN,ULTRAMOON",Natu,Natu,
"SUN,MOON,ULTRASUN,ULTRAMOON",Xatu,Natu,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mareep,Mareep,
"SUN,MOON,ULTRASUN,ULTRAMOON",Flaaffy,Mareep,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ampharos,Mareep,
"SUN,MOON,ULTRASUN,ULTRAMOON",Bellossom,Oddish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Marill,Marill,
"SUN,MOON,ULTRASUN,ULTRAMOON",Marill,Azurill,Sea Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Azumarill,Marill,
"SUN,MOON,ULTRASUN,ULTRAMOON",Azumarill,Azurill,Sea Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Sudowoodo,Sudowoodo,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sudowoodo,Bonsly,Rock Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Politoed,Poliwag,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hoppip,Hoppip,
"SUN,MOON,ULTRASUN,ULTRAMOON",Skiploom,Hoppip,
"SUN,MOON,ULTRASUN,ULTRAMOON",Jumpluff,Hoppip,
"SUN,MOON,ULTRASUN,ULTRAMOON",Aipom,Aipom,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sunkern,Sunkern,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sunflora,Sunkern,
"SUN,MOON,ULTRASUN,ULTRAMOON",Yanma,Yanma,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wooper,Wooper,
"SUN,MOON,ULTRASUN,ULTRAMOON",Quagsire,Wooper,
"SUN,MOON,ULTRASUN,ULTRAMOON",Espeon,Eevee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Umbreon,Eevee,
"SUN,MOON,ULTRASUN,ULTRAMOON",Murkrow,Murkrow,
"SUN,MOON,ULTRASUN,ULTRAMOON",Slowking,Slowpoke,
"SUN,MOON,ULTRASUN,ULTRAMOON",Misdreavus,Misdreavus,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wobbuffet,Wobbuffet,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wobbuffet,Wynaut,Lax Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Girafarig,Girafarig,
"SUN,MOON,ULTRASUN,ULTRAMOON",Pineco,Pineco,
"SUN,MOON,ULTRASUN,ULTRAMOON",Forretress,Pineco,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dunsparce,Dunsparce,
"SUN,MOON,ULTRASUN,ULTRAMOON",Gligar,Gligar,
"SUN,MOON,ULTRASUN,ULTRAMOON",Steelix,Onix,
"SUN,MOON,ULTRASUN,ULTRAMOON",Snubbull,Snubbull,
"SUN,MOON,ULTRASUN,ULTRAMOON",Granbull,Snubbull,
"SUN,MOON,ULTRASUN,ULTRAMOON",Qwilfish,Qwilfish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Scizor,Scyther,
"SUN,MOON,ULTRASUN,ULTRAMOON",Shuckle,Shuckle,
"SUN,MOON,ULTRASUN,ULTRAMOON",Heracross,Heracross,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sneasel,Sneasel,
"SUN,MOON,ULTRASUN,ULTRAMOON",Teddiursa,Teddiursa,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ursaring,Teddiursa,
"SUN,MOON,ULTRASUN,ULTRAMOON",Slugma,Slugma,
"SUN,MOON,ULTRASUN,ULTRAMOON",Magcargo,Slugma,
"SUN,MOON,ULTRASUN,ULTRAMOON",Swinub,Swinub,
"SUN,MOON,ULTRASUN,ULTRAMOON",Piloswine,Swinub,
"SUN,MOON,ULTRASUN,ULTRAMOON",Corsola,Corsola,
"SUN,MOON,ULTRASUN,ULTRAMOON",Remoraid,Remoraid,
"SUN,MOON,ULTRASUN,ULTRAMOON",Octillery,Remoraid,
"SUN,MOON,ULTRASUN,ULTRAMOON",Delibird,Delibird,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mantine,Mantine,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mantine,Mantyke,Wave Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Skarmory,Skarmory,
"SUN,MOON,ULTRASUN,ULTRAMOON",Houndour,Houndour,
"SUN,MOON,ULTRASUN,ULTRAMOON",Houndoom,Houndour,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kingdra,Horsea,
"SUN,MOON,ULTRASUN,ULTRAMOON",Phanpy,Phanpy,
"SUN,MOON,ULTRASUN,ULTRAMOON",Donphan,Phanpy,
"SUN,MOON,ULTRASUN,ULTRAMOON",Porygon2,Porygon,
"SUN,MOON,ULTRASUN,ULTRAMOON",Stantler,Stantler,
"SUN,MOON,ULTRASUN,ULTRAMOON",Smeargle,Smeargle,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hitmontop,Tyrogue,
"SUN,MOON,ULTRASUN,ULTRAMOON",Miltank,Miltank,
"SUN,MOON,ULTRASUN,ULTRAMOON",Blissey,Chansey,
"SUN,MOON,ULTRASUN,ULTRAMOON",Blissey,Happiny,Luck Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Larvitar,Larvitar,
"SUN,MOON,ULTRASUN,ULTRAMOON",Pupitar,Larvitar,
"SUN,MOON,ULTRASUN,ULTRAMOON",Tyranitar,Larvitar,
"SUN,MOON,ULTRASUN,ULTRAMOON",Treecko,Treecko,
"SUN,MOON,ULTRASUN,ULTRAMOON",Grovyle,Treecko,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sceptile,Treecko,
"SUN,MOON,ULTRASUN,ULTRAMOON",Torchic,Torchic,
"SUN,MOON,ULTRASUN,ULTRAMOON",Combusken,Torchic,
"SUN,MOON,ULTRASUN,ULTRAMOON",Blaziken,Torchic,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mudkip,Mudkip,
"SUN,MOON,ULTRASUN,ULTRAMOON",Marshtomp,Mudkip,
"SUN,MOON,ULTRASUN,ULTRAMOON",Swampert,Mudkip,
"SUN,MOON,ULTRASUN,ULTRAMOON",Poochyena,Poochyena,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mightyena,Poochyena,
"SUN,MOON,ULTRASUN,ULTRAMOON",Zigzagoon,Zigzagoon,
"SUN,MOON,ULTRASUN,ULTRAMOON",Linoone,Zigzagoon,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wurmple,Wurmple,
"SUN,MOON,ULTRASUN,ULTRAMOON",Silcoon,Wurmple,
"SUN,MOON,ULTRASUN,ULTRAMOON",Beautifly,Wurmple,
"SUN,MOON,ULTRASUN,ULTRAMOON",Cascoon,Wurmple,
"SUN,MOON,ULTRASUN,ULTRAMOON",Dustox,Wurmple,
"SUN,MOON,ULTRASUN,ULTRAMOON",Lotad,Lotad,
"SUN,MOON,ULTRASUN,ULTRAMOON",Lombre,Lotad,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ludicolo,Lotad,
"SUN,MOON,ULTRASUN,ULTRAMOON",Seedot,Seedot,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nuzleaf,Seedot,
"SUN,MOON,ULTRASUN,ULTRAMOON",Shiftry,Seedot,
"SUN,MOON,ULTRASUN,ULTRAMOON",Taillow,Taillow,
"SUN,MOON,ULTRASUN,ULTRAMOON",Swellow,Taillow,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wingull,Wingull,
"SUN,MOON,ULTRASUN,ULTRAMOON",Pelipper,Wingull,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ralts,Ralts,
"SUN,MOON,ULTRASUN,ULTRAMOON",Kirlia,Ralts,
"SUN,MOON,ULTRASUN,ULTRAMOON",Gardevoir,Ralts,
"SUN,MOON,ULTRASUN,ULTRAMOON",Surskit,Surskit,
"SUN,MOON,ULTRASUN,ULTRAMOON",Masquerain,Surskit,
"SUN,MOON,ULTRASUN,ULTRAMOON",Shroomish,Shroomish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Breloom,Shroomish,
"SUN,MOON,ULTRASUN,ULTRAMOON",Slakoth,Slakoth,
"SUN,MOON,ULTRASUN,ULTRAMOON",Vigoroth,Slakoth,
"SUN,MOON,ULTRASUN,ULTRAMOON",Slaking,Slakoth,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nincada,Nincada,
"SUN,MOON,ULTRASUN,ULTRAMOON",Ninjask,Nincada,
"SUN,MOON,ULTRASUN,ULTRAMOON",Shedinja,Nincada,
"SUN,MOON,ULTRASUN,ULTRAMOON",Whismur,Whismur,
"SUN,MOON,ULTRASUN,ULTRAMOON",Loudred,Whismur,
"SUN,MOON,ULTRASUN,ULTRAMOON",Exploud,Whismur,
"SUN,MOON,ULTRASUN,ULTRAMOON",Makuhita,Makuhita,
"SUN,MOON,ULTRASUN,ULTRAMOON",Hariyama,Makuhita,
"SUN,MOON,ULTRASUN,ULTRAMOON",Nosepass,Nosepass,
"SUN,MOON,ULTRASUN,ULTRAMOON",Skitty,Skitty,
"SUN,MOON,ULTRASUN,ULTRAMOON",Delcatty,Skitty,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sableye,Sableye,
"SUN,MOON,ULTRASUN,ULTRAMOON",Mawile,Mawile,
"SUN,MOON,ULTRASUN,ULTRAMOON",Aron,Aron,
"SUN,MOON,ULTRASUN,ULTRAMOON",Lairon,Aron,
"SUN,MOON,ULTRASUN,ULTRAMOON",Aggron,Aron,
"SUN,MOON,ULTRASUN,ULTRAMOON",Meditite,Meditite,
"SUN,MOON,ULTRASUN,ULTRAMOON",Medicham,Meditite,
"SUN,MOON,ULTRASUN,ULTRAMOON",Electrike,Electrike,
"SUN,MOON,ULTRASUN,ULTRAMOON",Manectric,Electrike,
"SUN,MOON,ULTRASUN,ULTRAMOON",Plusle,Plusle,
"SUN,MOON,ULTRASUN,ULTRAMOON",Minun,Minun,
"SUN,MOON,ULTRASUN,ULTRAMOON",Volbeat,Volbeat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Volbeat,Illumise,
"SUN,MOON,ULTRASUN,ULTRAMOON",Illumise,Volbeat,
"SUN,MOON,ULTRASUN,ULTRAMOON",Illumise,Illumise,
"SUN,MOON,ULTRASUN,ULTRAMOON",Roselia,Roselia,
"SUN,MOON,ULTRASUN,ULTRAMOON",Roselia,Budew,Rose Incense
"SUN,MOON,ULTRASUN,ULTRAMOON",Gulpin,Gulpin,
"SUN,MOON,ULTRASUN,ULTRAMOON",Swalot,Gulpin,
"SUN,MOON,ULTRASUN,ULTRAMOON",Carvanha,Carvanha,
"SUN,MOON,ULTRASUN,ULTRAMOON",Sharpedo,Carvanha,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wailmer,Wailmer,
"SUN,MOON,ULTRASUN,ULTRAMOON",Wailord,Wailmer,
"SUN,MOON,ULTRASUN,ULTRAMOON",Numel,Numel,
"SUN,MOON,ULTRASUN,ULTRAMOON",Camerupt,Numel,
"SUN,MOON,ULTRASUN,ULTRAMOON",Torkoal,Torkoal,
"SUN,MOON,ULTRASUN,ULTRAMOON",Spoink,Spoink,
"SUN,MOON,ULTRASUN,ULTRAMOON",Grumpig,Spoink,
"SUN,MOON,ULTRASUN,ULTRAMOON",Spinda,Spinda,
"SUN,MOON,ULTRASUN,ULTRAMOON",Trapinch,Trapinch,
